experiment.date,plate.id,rowi,coli,treatment,spid,conc,wllq_notes,endpoints,srcf
20180403,MW1207-18,4,8,Bic,Bicuculline,25,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,3,Strychnine,1Strychnine,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,4,Strychnine,1Strychnine,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,5,Pilocarpine,1Pilocarpine,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,6,Pilocarpine,1Pilocarpine,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,7,Pilocarpine,1Pilocarpine,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,5,8,Bic,Bicuculline,25,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,6,3,Strychnine,1Strychnine,100,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,6,4,Strychnine,1Strychnine,100,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,6,5,Pilocarpine,1Pilocarpine,100,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,6,6,Pilocarpine,1Pilocarpine,100,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-18,6,8,TTX,Tetrodotoxin,1,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-18_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-18_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,1,4,Amoxapine,1Amoxapine,0.3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,1,6,Enoxacin,1Enoxacin,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,1,7,Enoxacin,1Enoxacin,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,2,Amoxapine,1Amoxapine,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,4,Amoxapine,1Amoxapine,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,5,Enoxacin,1Enoxacin,3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,6,Enoxacin,1Enoxacin,3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,7,Enoxacin,1Enoxacin,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,2,8,Bic,Bicuculline,25,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,3,1,DMSO,DMSO,0,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,3,2,Amoxapine,1Amoxapine,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,3,3,Amoxapine,1Amoxapine,3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,3,8,Bic,Bicuculline,25,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,4,1,DMSO,DMSO,0,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,4,2,Amoxapine,1Amoxapine,10,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,4,3,Amoxapine,1Amoxapine,10,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,4,6,Enoxacin,1Enoxacin,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,4,7,Enoxacin,1Enoxacin,30,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,5,1,DMSO,DMSO,0,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,5,3,Amoxapine,1Amoxapine,30,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,5,4,Amoxapine,1Amoxapine,30,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,5,6,Enoxacin,1Enoxacin,100,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,5,7,Enoxacin,1Enoxacin,100,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,6,2,Amoxapine,1Amoxapine,100,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,6,4,Amoxapine,1Amoxapine,100,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,6,5,Enoxacin,1Enoxacin,300,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,6,6,Enoxacin,1Enoxacin,300,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-19,6,8,TTX,Tetrodotoxin,1,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","HS_Cortical_20180322_MW1207-19_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-19_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,1,3,4-Aminopiridine,14-Aminopiridine,0.3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,1,8,Bic,Bicuculline,25,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,1,DMSO,DMSO,0,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,2,4-Aminopiridine,14-Aminopiridine,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,3,4-Aminopiridine,14-Aminopiridine,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,4,4-Aminopiridine,14-Aminopiridine,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,7,Acetaminophen,1Acetaminophen,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,2,8,Bic,Bicuculline,25,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
20180403,MW1207-20,3,3,4-Aminopiridine,14-Aminopiridine,3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","HS_Cortical_20180322_MW1207-20_12_00(000)_Neural Statistics Compiler(000).csv;HS_Cortical_20180322_MW1207-20_12_02(000)_Neural Statistics Compiler(000).csv,Group 2 HESI Calculations Cortical 20180322.xlsx"
