experiment.date,plate.id,rowi,coli,treatment,spid,conc,wllq_notes,endpoints,srcf
20150602,MW1062-43,4,8,TX001417,TP0001411A04,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,5,5,TX000966,TP0001411B11,1,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,5,6,TX000966,TP0001411B11,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,5,7,TX000966,TP0001411B11,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,6,4,TX000787,TP0001412A12,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,6,5,TX000787,TP0001412A12,1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,6,6,TX000787,TP0001412A12,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,6,7,TX000787,TP0001412A12,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-43,6,8,TX000787,TP0001412A12,0.03,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-43_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-43_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,1,1,DMSO,DMSO,0.002,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,1,6,TX001551,TP0001411A01,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,1,8,TX001551,TP0001411A01,0.03,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,2,1,DMSO,DMSO,0.002,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,2,7,TX009687,TP0001411A02,0.1,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,2,8,TX009687,TP0001411A02,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,3,4,TX015538,TP0001411A03,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,4,1,BIC,Bicuculline,25,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,4,8,TX001417,TP0001411A04,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,5,6,TX000966,TP0001411B11,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,5,7,TX000966,TP0001411B11,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,5,8,TX000966,TP0001411B11,0.03,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,6,7,TX000787,TP0001412A12,0.1,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1062-44,6,8,TX000787,TP0001412A12,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1062-44_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1062-44_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1063-5,1,6,TX001551,TP0001411A01,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1063-5_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1063-5_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1063-5,1,8,TX001551,TP0001411A01,0.03,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1063-5_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1063-5_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1063-5,2,6,TX009687,TP0001411A02,0.3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1063-5_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1063-5_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150602,MW1063-5,6,6,TX000787,TP0001412A12,0.3,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1063-5_20150520_20150602_13_00(1)_Neural Statistics Compiler(000).csv;TC_MW 1063-5_20150520_20150602_13_01(1)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,1,1,DMSO,DMSO,0.002,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,1,2,TX001551,TP0001411A01,40,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,2,1,DMSO,DMSO,0.002,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,3,2,TX015538,TP0001411A03,40,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,3,4,TX015538,TP0001411A03,3,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,3,6,TX015538,TP0001411A03,0.3,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,3,7,TX015538,TP0001411A03,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,3,8,TX015538,TP0001411A03,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,3,TX001417,TP0001411A04,10,Baseline # of AE < 10; Baseline # of AE < 10; rval is NA; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,4,TX001417,TP0001411A04,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,5,TX001417,TP0001411A04,1,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,6,TX001417,TP0001411A04,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,7,TX001417,TP0001411A04,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,4,8,TX001417,TP0001411A04,0.03,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,1,BIC,Bicuculline,25,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,2,TX000966,TP0001411B11,40,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,4,TX000966,TP0001411B11,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,5,TX000966,TP0001411B11,1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,6,TX000966,TP0001411B11,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,7,TX000966,TP0001411B11,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,5,8,TX000966,TP0001411B11,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,6,7,TX000787,TP0001412A12,0.1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-25,6,8,TX000787,TP0001412A12,0.03,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-25_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-25_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,1,3,TX001551,TP0001411A01,10,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,1,4,TX001551,TP0001411A01,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,1,5,TX001551,TP0001411A01,1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,1,7,TX001551,TP0001411A01,0.1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,2,1,DMSO,DMSO,0.002,Baseline # of AE < 10; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,2,4,TX009687,TP0001411A02,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,2,5,TX009687,TP0001411A02,1,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,2,7,TX009687,TP0001411A02,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,2,8,TX009687,TP0001411A02,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,2,TX015538,TP0001411A03,40,Baseline MFR < 0.6377603 Hz; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,3,TX015538,TP0001411A03,10,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,4,TX015538,TP0001411A03,3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,5,TX015538,TP0001411A03,1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,6,TX015538,TP0001411A03,0.3,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,7,TX015538,TP0001411A03,0.1,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,3,8,TX015538,TP0001411A03,0.03,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,4,3,TX001417,TP0001411A04,10,Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; Baseline # of AE < 10; Baseline MFR < 0.6377603 Hz; rval is NA; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
20150616,MW1068-26,4,4,TX001417,TP0001411A04,3,Baseline MFR < 0.6377603 Hz; ,"mea,cytotox","TC_MW 1068-26_20150616_20150603_13_00(000)_Neural Statistics Compiler(000).csv;TC_MW 1068-26_20150616_20150603_13_01(000)_Neural Statistics Compiler(000).csv,Conc_Response_Log_JS.xlsx"
